matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,yellow_cards.home,yellow_cards.away,shots_off_target.home,shots_off_target.away,blocked_shots.home,blocked_shots.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,goalkeeper_saves.home,goalkeeper_saves.away,red_cards.home,red_cards.away
f16BpKaA,,FINISHED,02.01.2022 15:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,2,1,7.1,6.6,Pawson C. (Eng),Brentford Community Stadium (London),17 250,16 876,45%,55%,10,16,4,5,3,7,75%,82%,2,2,6,6,0,5,0,4,15,16,19,23,17,11,4,2,,
SjbOsIqT,,FINISHED,02.01.2022 15:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,2,3,6.8,7.3,Brooks J. (Eng),Goodison Park (Liverpool),39 572,36 000,50%,50%,17,12,6,5,8,5,72%,72%,1,1,7,3,4,4,1,1,10,6,29,21,5,12,2,4,,
pWpjwxhp,,FINISHED,02.01.2022 15:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,3,1,7.4,6.4,Tierney P. (Eng),Elland Road (Leeds),37 792,36 083,55%,45%,22,8,7,2,9,3,71%,60%,2,1,6,4,9,2,5,1,8,15,20,29,11,7,1,4,,
GGfKrbUM,,FINISHED,01.01.2022 18:30,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,2,3,6.7,7.3,England D. (Eng),Selhurst Park (London),25 486,24 351,63%,37%,22,10,6,5,9,1,84%,72%,0,2,11,4,5,1,0,2,18,5,32,23,6,16,2,4,,
YiRpaJE3,,FINISHED,01.01.2022 16:00,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,0,1,6.8,7.6,Jones R. (Eng),Vicarage Road (Watford),22 200,20 391,26%,74%,6,21,4,9,3,7,67%,89%,0,1,2,6,0,6,1,3,11,5,10,20,6,9,8,4,,
QR17o0p4,,FINISHED,01.01.2022 13:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,2,6.1,7.3,Attwell S. (Eng),Emirates Stadium (London),60 704,59 757,29%,71%,7,15,2,2,5,5,72%,87%,5,2,4,6,1,7,1,2,8,12,11,13,13,5,0,1,1,0
j99fl20o,,FINISHED,30.12.2021 21:15,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,3,1,7.3,6.4,Moss J. (Eng),Old Trafford (Manchester),75 635,73 121,57%,43%,18,10,6,3,7,5,77%,75%,,,9,4,3,3,2,4,13,6,20,12,5,10,2,3,,
8UFyYtG4,,FINISHED,29.12.2021 21:15,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,1,6.5,7.3,Coote D. (Eng),Brentford Community Stadium (London),17 250,17 009,24%,76%,6,12,2,3,3,5,63%,89%,,,2,5,2,4,0,3,13,12,10,26,12,10,2,2,,
MXJuX0VA,,FINISHED,29.12.2021 20:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,1,7.2,7.2,Dean M. (Eng),Stamford Bridge (London),40 341,40 080,48%,52%,11,18,5,6,10,8,80%,80%,4,1,3,8,3,4,1,0,6,12,17,25,14,7,5,4,,
x6LCPINp,,FINISHED,28.12.2021 21:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,1,0,7.4,6.6,Oliver M. (Eng),King Power Stadium (Leicester),32 261,32 230,37%,63%,6,21,1,4,1,12,73%,82%,,,2,12,3,5,3,1,12,8,15,26,8,11,4,0,,
GfJqWKpH,,FINISHED,28.12.2021 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,3,0,7.7,6.3,Tierney P. (Eng),Selhurst Park (London),25 486,24 433,51%,49%,19,12,6,3,8,8,77%,78%,1,2,6,2,7,7,1,3,13,8,33,19,9,13,3,3,,
4CDbmMFi,,FINISHED,28.12.2021 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,1,1,6.7,7.1,Taylor A. (Eng),St. Mary's Stadium (Southampton),32 384,31 304,35%,65%,9,21,2,11,3,7,69%,84%,4,2,3,5,4,5,3,3,8,17,17,23,15,5,10,1,1,0
ny33ntVc,,FINISHED,28.12.2021 16:00,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,4,6.3,7.4,England D. (Eng),Vicarage Road (Watford),22 200,20 073,43%,57%,14,13,5,6,4,5,66%,73%,0,1,5,3,4,4,0,1,12,11,25,26,12,12,2,4,,
Kjh9YhkI,,FINISHED,27.12.2021 21:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,1,7.1,7.1,Pawson C. (Eng),St. James' Park (Newcastle),52 305,52 178,30%,70%,13,13,8,4,2,3,64%,80%,3,3,3,3,2,6,2,3,8,11,30,30,11,8,3,7,,
jB0hxyjg,,FINISHED,26.12.2021 21:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,0,7.6,6.6,England D. (Eng),Amex Stadium (Brighton),31 876,30 141,50%,50%,15,16,5,6,6,9,80%,77%,,,7,6,3,4,2,3,10,9,15,19,8,10,6,3,,
x8dlwHzm,,FINISHED,26.12.2021 18:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,3,6.3,7.3,Atkinson M. (Eng),Villa Park (Birmingham),42 789,41 907,42%,58%,8,10,1,4,2,5,86%,89%,3,1,2,3,5,3,2,2,12,6,18,23,8,11,1,0,,
t0g5ZYZB,,FINISHED,26.12.2021 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,6,3,7.4,6.3,Kavanagh C. (Eng),Etihad Stadium (Manchester),55 097,53 226,72%,28%,17,14,9,8,14,4,94%,87%,1,2,3,5,5,1,2,1,6,12,19,3,11,9,5,3,,
EDiDXC4O,,FINISHED,26.12.2021 16:00,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,5,5.9,7.7,Scott G. (Eng),Carrow Road (Norwich),27 150,26 940,35%,65%,4,16,2,6,3,4,73%,84%,1,2,1,4,1,6,3,2,9,14,23,20,13,7,1,2,,
CbAGWWJU,,FINISHED,26.12.2021 16:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,3,0,7.7,6.1,Moss J. (Eng),Tottenham Hotspur Stadium (London),62 850,40 539,60%,40%,17,4,6,0,4,2,91%,83%,1,3,6,2,5,2,1,0,10,16,14,13,16,9,0,3,0,1
vkOKyPGu,,FINISHED,26.12.2021 16:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,2,3,6.5,7.4,Friend K. (Eng),London Stadium (London),62 500,45 000,56%,44%,11,11,5,6,10,2,80%,77%,,,3,2,3,3,2,1,10,11,20,19,10,9,3,3,,
nwYVKZKI,,FINISHED,19.12.2021 17:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,2,2,7,7,Tierney P. (Eng),Tottenham Hotspur Stadium (London),62 850,45 421,43%,57%,10,18,5,6,6,4,75%,80%,4,4,3,6,2,6,3,1,12,11,17,21,12,11,4,3,0,1
jBvNMej6,,FINISHED,19.12.2021 15:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,4,6.1,7.8,Atkinson M. (Eng),St. James' Park (Newcastle),52 305,52 127,28%,72%,5,18,1,7,3,6,78%,91%,1,2,4,8,0,3,4,2,6,13,14,15,9,6,3,1,,
fq7qvcLt,,FINISHED,19.12.2021 15:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,0,7,7.2,Coote D. (Eng),Molineux Stadium (Wolverhampton),31 750,30 631,37%,63%,4,8,1,1,4,9,76%,37%,0,2,1,1,2,6,2,4,11,11,17,22,9,7,1,1,,
IctFOHLg,,FINISHED,18.12.2021 18:30,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,1,4,6.3,7.3,Marriner A. (Eng),Elland Road (Leeds),37 792,36 166,51%,49%,9,21,2,12,1,4,76%,78%,3,1,6,3,1,6,0,1,7,10,27,15,11,7,8,1,,
GfsjK2U7,,FINISHED,16.12.2021 21:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,3,1,7.2,6.5,Dean M. (Eng),Anfield (Liverpool),61 276,52 951,74%,26%,23,5,8,3,11,0,85%,60%,,,9,2,6,0,2,1,5,10,23,9,9,4,2,5,,
x4rnLrF1,,FINISHED,16.12.2021 20:45,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,1,1,7.2,7,Oliver M. (Eng),Stamford Bridge (London),40 341,39 933,80%,20%,23,5,10,3,7,1,90%,56%,2,3,10,1,3,1,0,2,7,10,31,11,11,11,2,9,,
AJT2VSx9,,FINISHED,15.12.2021 21:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,2,0,7.4,6.5,Taylor A. (Eng),Emirates Stadium (London),60 704,59 777,56%,44%,21,7,8,1,5,2,84%,81%,,,5,3,8,3,0,0,8,8,18,28,9,9,1,6,,
GWb3T67L,,FINISHED,15.12.2021 20:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,0,1,6.6,7.2,Harrington T. (Eng),Amex Stadium (Brighton),31 876,30 362,59%,41%,12,8,2,5,7,4,84%,78%,2,0,7,2,3,1,1,1,16,12,23,15,11,15,4,2,,
8UwrMOae,,FINISHED,15.12.2021 20:30,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,2,2,7.1,7,Hooper S. (Eng),Selhurst Park (London),25 486,22 861,60%,40%,9,15,6,4,4,6,74%,65%,2,4,2,7,1,4,1,3,23,17,32,23,16,20,2,4,,
IaLYrn78,,FINISHED,14.12.2021 21:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,7,0,8,5.8,Tierney P. (Eng),Etihad Stadium (Manchester),55 097,52 401,64%,36%,31,6,15,3,6,2,91%,79%,,,9,2,7,1,1,0,7,6,7,16,5,9,3,8,,
UwuvN4pk,,FINISHED,14.12.2021 20:45,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,0,2,6.6,7.4,Coote D. (Eng),Carrow Road (Norwich),27 150,26 836,50%,50%,7,17,3,6,7,10,82%,82%,3,1,1,3,3,8,0,0,8,10,23,20,12,9,4,3,,
r7l4AR0q,,FINISHED,12.12.2021 17:30,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,3,1,7.5,6.3,Madley A. (Eng),Selhurst Park (London),25 486,24 066,61%,39%,17,12,6,6,8,2,83%,70%,0,2,5,1,6,5,1,0,11,14,31,26,15,14,5,3,,
COcYFmwM,,FINISHED,12.12.2021 15:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,0,0,7,7.1,Scott G. (Eng),Turf Moor (Burnley),22 546,18 065,40%,60%,9,16,1,3,6,14,65%,74%,2,1,5,8,3,5,1,1,10,12,10,23,13,11,3,1,,
Mcm89oGk,,FINISHED,12.12.2021 15:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,4,0,7.6,6.2,Bankes P. (Eng),King Power Stadium (Leicester),32 261,31 959,47%,53%,8,12,5,3,4,6,79%,80%,2,3,2,3,1,6,0,1,16,9,21,19,9,16,3,1,,
WSUbW8N2,,FINISHED,11.12.2021 18:30,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,1,6.7,7.4,England D. (Eng),Carrow Road (Norwich),27 150,27 606,47%,53%,11,13,5,5,8,6,78%,82%,1,1,1,4,5,4,0,1,17,1,28,18,6,17,4,5,,
O25LIkg3,,FINISHED,11.12.2021 16:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,0,7.5,6.3,Gillett J. (Aus),Emirates Stadium (London),60 704,59 653,62%,38%,15,11,5,6,9,8,80%,73%,2,0,7,2,3,3,3,1,10,8,19,21,5,9,6,2,,
jFdxF7hS,,FINISHED,11.12.2021 16:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,3,2,7.4,6.4,Kavanagh C. (Eng),Stamford Bridge (London),40 341,39 959,58%,42%,16,12,6,5,5,2,84%,73%,2,5,5,1,5,6,1,4,18,8,30,27,9,15,3,3,,
4MxD85Ve,,FINISHED,11.12.2021 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,0,7.4,6.6,Attwell S. (Eng),Anfield (Liverpool),61 276,53 093,63%,37%,20,4,5,0,11,3,81%,68%,1,2,8,2,7,2,2,1,6,15,23,26,13,6,0,4,,
IPtH7Pp2,,FINISHED,11.12.2021 13:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,0,7.3,6.7,Moss J. (Eng),Etihad Stadium (Manchester),55 097,52 613,71%,29%,24,2,10,1,14,1,91%,75%,3,4,8,1,6,0,1,0,4,12,19,14,12,5,1,9,0,1
IP4PH989,,FINISHED,10.12.2021 21:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,2,1,7.2,6.6,Oliver M. (Eng),Brentford Community Stadium (London),17 250,16 861,63%,37%,14,6,5,2,8,2,74%,57%,4,0,4,3,5,1,1,0,15,12,35,27,12,18,1,3,,
jkor5WO3,,FINISHED,06.12.2021 21:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,2,1,7,6.7,Dean M. (Eng),Goodison Park (Liverpool),39 572,38 906,36%,64%,11,10,5,3,3,3,69%,83%,,,3,4,3,3,5,1,13,12,28,23,8,12,2,3,,
8Qew6C9c,,FINISHED,05.12.2021 17:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,2,1,7.5,6.6,Oliver M. (Eng),Villa Park (Birmingham),42 789,41 572,41%,59%,13,12,4,5,3,6,75%,81%,1,1,4,5,5,2,1,0,24,9,19,29,8,25,4,2,,
Uupn4jvA,,FINISHED,05.12.2021 15:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,2,7.1,7.1,Coote D. (Eng),Elland Road (Leeds),37 792,35 639,63%,37%,13,9,6,3,5,1,80%,68%,5,3,4,2,3,4,7,0,10,18,20,18,11,9,1,4,,
x6qj3AgG,,FINISHED,05.12.2021 15:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,0,7.3,6.7,Pawson C. (Eng),Old Trafford (Manchester),75 635,73 172,61%,39%,16,8,3,2,9,6,82%,71%,,,7,3,6,3,3,0,9,20,30,20,16,9,2,2,,
zsPQd8Wq,,FINISHED,05.12.2021 15:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,3,0,7.4,6.4,Gillett J. (Aus),Tottenham Hotspur Stadium (London),62 850,57 088,41%,59%,17,10,7,1,6,4,85%,88%,1,2,8,6,2,3,2,4,8,13,16,20,11,4,1,4,,
U3OUeSoj,,FINISHED,04.12.2021 18:30,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,3,6.4,7.7,Hooper S. (Eng),Vicarage Road (Watford),22 200,20 673,23%,77%,11,26,4,13,5,11,65%,91%,,,6,8,1,5,0,1,4,7,7,11,11,7,10,3,,
Gdrf2U8M,,FINISHED,04.12.2021 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,1,0,7.2,6.7,Tierney P. (Eng),St. James' Park (Newcastle),52 305,51 948,48%,52%,19,10,4,1,10,3,66%,71%,1,1,4,5,11,4,0,1,10,6,19,22,11,9,1,3,,
bLXb1lOS,,FINISHED,04.12.2021 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,1,7,7,Taylor A. (Eng),St. Mary's Stadium (Southampton),32 384,28 706,44%,56%,14,14,4,4,6,2,65%,69%,4,2,6,4,4,6,0,0,10,14,21,36,15,12,3,3,,
pC6HJVwc,,FINISHED,04.12.2021 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,1,6.6,7.1,Kavanagh C. (Eng),Molineux Stadium (Wolverhampton),31 750,30 729,33%,67%,3,17,1,5,2,8,68%,83%,2,2,2,8,0,4,7,1,8,12,23,23,4,7,4,1,,
8fNYfn1d,,FINISHED,04.12.2021 13:30,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,3,2,7.1,6.6,Marriner A. (Eng),London Stadium (London),62 500,60 000,36%,64%,11,19,5,7,1,9,73%,83%,1,3,6,4,0,8,3,1,10,14,20,16,10,10,5,2,,
MZMKmVgT,,FINISHED,02.12.2021 21:15,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,3,2,7.5,6.7,Atkinson M. (Eng),Old Trafford (Manchester),75 635,73 123,45%,55%,14,17,10,8,3,8,82%,83%,1,0,3,5,1,4,0,1,11,9,16,23,9,10,6,7,,
fNiZ6hfi,,FINISHED,02.12.2021 20:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,0,7.3,6.5,Moss J. (Eng),Tottenham Hotspur Stadium (London),62 850,54 202,47%,53%,11,6,6,2,10,5,76%,80%,,,3,3,2,1,0,0,11,12,21,25,13,11,2,4,,
0nDdgZPi,,FINISHED,01.12.2021 21:15,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,2,6.8,7.3,Dean M. (Eng),Villa Park (Birmingham),42 789,41 400,36%,64%,9,17,3,7,4,10,81%,90%,,,3,5,3,5,1,0,12,9,15,16,8,12,5,2,,
ULH0hgub,,FINISHED,01.12.2021 21:15,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,1,4,6.2,7.4,Tierney P. (Eng),Goodison Park (Liverpool),39 572,40 000,31%,69%,8,16,2,7,3,11,62%,82%,4,3,2,5,4,4,3,1,18,12,24,14,8,16,3,1,,
tK3ir9Hj,,FINISHED,01.12.2021 20:30,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,2,2,7.1,7.1,Jones R. (Eng),St. Mary's Stadium (Southampton),32 384,26 951,45%,55%,15,15,7,6,2,4,69%,75%,1,3,4,6,4,3,1,2,14,15,21,24,14,11,4,5,,
jy69jX9A,,FINISHED,01.12.2021 20:30,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,2,6.6,7.4,Coote D. (Eng),Vicarage Road (Watford),22 200,20 388,50%,50%,13,8,6,4,6,0,67%,67%,4,3,3,3,4,1,3,5,21,21,35,18,18,16,2,5,,
lMOCkiPG,,FINISHED,01.12.2021 20:30,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,1,7,7,Kavanagh C. (Eng),London Stadium (London),62 500,59 626,34%,66%,14,9,6,3,9,5,73%,86%,1,1,6,4,2,2,1,0,8,11,23,17,10,8,2,5,,
rqOGlBvN,,FINISHED,01.12.2021 20:30,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,0,0,7.3,7.1,Brooks J. (Eng),Molineux Stadium (Wolverhampton),31 750,30 328,65%,35%,16,6,2,1,5,5,80%,66%,2,3,9,3,5,2,1,3,10,6,24,14,5,7,1,2,,
8CG4iDf4,,FINISHED,30.11.2021 21:15,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,0,7.2,6.6,Friend K. (Eng),Elland Road (Leeds),37 792,35 558,62%,38%,15,9,3,1,7,4,80%,70%,5,3,3,4,9,4,2,0,13,13,13,21,15,15,1,2,,
2T4mqk2p,,FINISHED,30.11.2021 20:30,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,1,1,6.8,7,Madley A. (Eng),St. James' Park (Newcastle),52 305,50 757,31%,69%,9,16,1,6,2,5,69%,87%,,,6,5,2,5,0,3,12,5,23,20,8,11,5,0,1,0
fkhyj0Ja,,FINISHED,28.11.2021 17:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,1,7,7,Taylor A. (Eng),Stamford Bridge (London),40 341,40 041,66%,34%,24,3,6,2,15,2,85%,74%,2,5,10,1,8,0,2,1,14,15,17,17,13,14,1,5,,
8YkPh2Zt,,FINISHED,28.11.2021 15:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,1,0,7.2,6.8,England D. (Eng),Brentford Community Stadium (London),17 250,16 957,40%,60%,6,14,4,5,3,3,68%,82%,4,3,2,4,0,5,0,3,13,8,23,20,8,11,5,3,,
Ei8xlvlC,,FINISHED,28.11.2021 15:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,4,2,7.6,6.5,Madley A. (Eng),King Power Stadium (Leicester),32 261,32 020,57%,43%,18,16,8,5,8,6,68%,58%,,,4,7,6,4,5,2,22,9,18,28,5,20,3,4,,
KjzAVVXp,,FINISHED,28.11.2021 15:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,2,1,7.2,6.6,Oliver M. (Eng),Etihad Stadium (Manchester),55 097,52 571,69%,31%,19,5,9,3,8,4,88%,77%,,,6,1,4,1,4,4,11,12,13,10,7,6,2,7,,
